Data,Time (ns)
0.616419554,
0.497575283,
0.958079994,
0.531231582,
0.962322712,
0.382228762,
0.051317643,
0.500520408,
0.893032670,
0.194756404,
0.091643021,
0.232380033,
0.817421436,
0.997480094,
0.543105304,
0.380400211,
0.074471019,
0.901252866,
0.243829235,
0.968276620,
0.763941050,
0.940913022,
0.059583351,
0.674865365,
0.282092124,
0.179469764,
0.431950301,
0.205982238,
0.286726981,
0.646115005,
0.232041746,
0.388346285,
0.157604977,
0.735641062,
0.088393934,
0.537116826,
0.416690379,
0.668484628,
0.694211781,
0.213880420,
0.227302209,
0.744668424,
0.772405386,
0.389192015,
0.210262462,
0.987178385,
0.553802371,
0.418819785,
0.733249366,
0.001400514,
0.636266112,
0.305023372,
0.505027592,
0.969893813,
0.960003734,
0.629222631,
0.931162417,
0.982406020,
0.037837576,
0.091090105,
0.474839032,
0.569132626,
0.205379918,
0.160222441,
0.018072365,
0.870431662,
0.465291530,
0.107478097,
0.260351151,
0.154924065,
0.051030181,
0.153594300,
0.307956278,
0.054765895,
0.373393297,
0.250864059,
0.110588849,
0.814012170,
0.595736861,
0.854242265,
0.341219574,
0.350968122,
0.795879722,
0.914212704,
0.163248166,
0.761314392,
0.768359065,
0.731243849,
0.213166296,
0.221738607,
0.652651310,
0.007037607,
0.104453877,
0.715749025,
0.882227004,
0.826481402,
0.509877622,
0.916796505,
0.040743992,
0.750470161,
0.098641835,
0.621425807,
0.790031135,
0.200791538,
0.843094468,
0.612273157,
0.512943685,
0.053072371,
0.455139935,
0.922944367,
0.261856914,
0.010250607,
0.649805427,
0.016606376,
0.453101486,
0.124442376,
0.195594788,
0.771291077,
0.584914446,
0.990145326,
0.386828572,
0.260575831,
0.979831159,
0.981392682,
0.745586812,
0.094750516,
0.341052383,
0.381761611,
0.630092502,
0.698159158,
0.211756542,
0.326166958,
0.991257787,
0.014349038,
0.453571290,
0.485072374,
0.173622102,
0.462050915,
0.726238549,
0.749784470,
0.785285890,
0.955839753,
0.944894731,
0.795474410,
0.649500012,
0.527755558,
0.539946496,
0.416303992,
0.312078029,
0.562863588,
0.490435421,
0.793996632,
0.674226165,
0.211158365,
0.785661757,
0.915832281,
0.688222349,
0.997226894,
0.351852447,
0.759056866,
0.588077843,
0.361865669,
0.400177807,
0.599914432,
0.601015449,
0.975597858,
0.317050934,
0.727867365,
0.116536915,
0.992997289,
0.063364536,
0.889376819,
0.762126863,
0.755179048,
0.482652575,
0.615019679,
0.046843648,
0.199414387,
0.859912276,
0.950608075,
0.046029307,
0.614668250,
0.322827369,
0.494422287,
0.348520041,
0.221228451,
0.626594007,
0.400421023,
0.247688472,
0.576968789,
0.027492328,
0.847714484,
0.112267904,
0.292532742,
0.820942163,
0.000061366,
0.853207231,
0.932233393,
0.006698879,
0.532326341,
0.836067915,
0.986119032,
0.410746843,
0.948372543,
0.297707319,
0.882384956,
0.693953931,
0.399007499,
0.815005422,
0.768190801,
0.900093615,
0.711527109,
0.484252423,
0.731228888,
0.146279469,
0.942384064,
0.674931586,
0.342018545,
0.466934234,
0.630086899,
0.165740520,
0.100670308,
0.638853073,
0.571826279,
0.510417223,
0.562470675,
0.284783006,
0.941161573,
0.099703528,
0.794886768,
0.623933613,
0.203908503,
0.507582247,
0.810994267,
0.954618573,
0.467795402,
0.969306171,
0.715370357,
0.081600279,
0.454210699,
0.215217307,
0.497188240,
0.754222214,
0.155866235,
0.839793622,
0.902714133,
0.612901807,
0.630511463,
0.714455128,
0.101729855,
0.987845182,
0.656655431,
0.519039094,
0.608344197,
0.230535835,
0.880523443,
0.098389812,
0.037097812,
0.985036552,
0.783955157,
0.959519267,
0.727059960,
0.075361274,
0.323368043,
0.050235961,
0.053730354,
0.298516452,
0.092487298,
0.766214848,
0.139630944,
0.631025016,
0.096802525,
0.308657050,
0.321808845,
0.083939791,
0.770424724,
0.802777648,
0.647367477,
0.226769373,
0.657253444,
0.812676072,
0.957711697,
0.135360718,
0.544091821,
0.761559784,
0.038386498,
0.228357032,
0.102351911,
0.110371538,
0.744787276,
0.877162814,
0.350416988,
0.543749630,
0.775986433,
0.906752050,
0.161633030,
0.700390816,
0.638879538,
0.957902133,
0.475649118,
0.270786405,
0.165394872,
0.869892836,
0.633762956,
0.310355127,
0.592268288,
0.199604377,
0.869388938,
0.387923628,
0.658267379,
0.651515305,
0.632338643,
0.922472537,
0.654871643,
0.784813643,
0.352771431,
0.868931890,
0.431575805,
0.867152572,
0.114781827,
0.299163669,
0.629689693,
0.739028633,
0.078933440,
0.334930480,
0.192080051,
0.478499770,
0.545596778,
0.706472754,
0.165111154,
0.565928280,
0.639604568,
0.811306238,
0.360955447,
0.547240317,
0.236030549,
0.840471029,
0.936363578,
0.584317863,
0.450613856,
0.419956833,
0.263997495,
0.773725450,
0.191751808,
0.072356835,
0.244353414,
0.874955475,
0.186296821,
0.007182721,
0.029800450,
0.039446011,
0.768204212,
0.292725712,
0.193998843,
0.752278268,
0.750281215,
0.700412571,
0.955220699,
0.072478205,
0.487216324,
0.759155750,
0.341864973,
0.745986044,
0.099879079,
0.941654503,
0.120209210,
0.126871422,
0.137221217,
0.932690501,
0.357347161,
0.185789734,
0.000831014,
0.562209010,
0.845308781,
0.251305521,
0.859799683,
0.224753618,
0.919035792,
0.640631080,
0.265141129,
0.609014392,
0.064937711,
0.316978365,
0.700574815,
0.943583012,
0.962331712,
0.659656346,
0.286604285,
0.471239984,
0.385292560,
0.989627481,
0.659311354,
0.477509379,
0.904651523,
0.407845140,
0.429954946,
0.718642294,
0.691168964,
0.035109106,
0.280085772,
0.798664808,
0.460996747,
0.890174150,
0.093904741,
0.474579692,
0.307096660,
0.631791472,
0.114600495,
0.569249451,
0.675145566,
0.925816536,
0.484513104,
0.557323456,
0.256924450,
0.089120187,
0.197808236,
0.549181938,
0.665406704,
0.322646171,
0.100310281,
0.045732919,
0.628547132,
0.668430388,
0.929148495,
0.312143117,
0.429983467,
0.172379091,
0.835820556,
0.784341753,
0.362898916,
0.966286480,
0.385868311,
0.608437181,
0.556900799,
0.577058673,
0.042568479,
0.572186947,
0.975899518,
0.655381143,
0.866968930,
0.636918962,
0.364092320,
0.680221140,
0.568229914,
0.275592297,
0.599736810,
0.301525652,
0.604304254,
0.744493842,
0.121847577,
0.007212534,
0.932277679,
0.661880136,
0.228895023,
0.333914161,
0.653716147,
0.251904786,
0.736655772,
0.824160874,
0.194994017,
0.976940095,
0.823694468,
0.933135808,
0.979856610,
0.686749697,
0.723767817,
0.575381517,
0.982389271,
0.254207253,
0.221840471,
0.125750080,
0.018240593,
0.232685655,
0.829605460,
0.238927439,
0.530354798,
0.566102922,
0.131991327,
0.746663749,
0.425220013,
0.482064903,
0.867924869,
0.195165187,
0.277735263,
0.055607747,
0.309879035,
0.222834319,
0.419553488,
0.808913887,
0.131870210,
0.545059383,
0.587758780,
0.738113463,
0.657491028,
0.266845882,
0.449025124,
0.377953857,
0.887450516,
0.909356415,
0.317904800,
0.300821722,
0.017049531,
0.344628334,
0.816958427,
0.030072195,
0.654201746,
0.541620076,
0.026752768,
0.759694040,
0.345758408,
0.001565967,
0.917173207,
0.602132976,
0.518570781,
0.302568763,
0.538661718,
0.608858347,
0.823133349,
0.436975658,
0.323367983,
0.990156293,
0.804180145,
0.434925795,
0.993085921,
0.963900864,
0.619890153,
0.716769636,
0.701865017,
0.882221580,
0.947626710,
0.241935387,
0.142075539,
0.435320020,
0.030427538,
0.085229404,
0.983530462,
0.101610467,
0.613111019,
0.499060154,
0.404509455,
0.224174961,
0.705023825,
0.899516165,
0.294509143,
0.688405991,
0.760440171,
0.713549614,
0.787878096,
0.454335123,
0.898959816,
0.493207484,
0.795875311,
0.981237710,
0.515080154,
0.802670181,
0.913765967,
0.577521861,
0.323682785,
0.294187993,
0.230152458,
0.602008045,
0.171392739,
0.915394127,
0.432589680,
0.760415077,
0.823093951,
0.210200980,
0.073935919,
0.415393710,
0.838923275,
0.301530987,
0.460994601,
0.612346292,
0.537237704,
0.238898411,
0.525368690,
0.522174299,
0.627125561,
0.081079379,
0.717460155,
0.186801121,
0.814680874,
0.526334465,
0.425805002,
0.233156815,
0.500531256,
0.822806776,
0.085586302,
0.328679532,
0.012883073,
0.227658331,
0.629288852,
0.330053687,
0.474811524,
0.402905524,
0.428877205,
0.646326244,
0.862914741,
0.537899256,
0.145868957,
0.087321818,
0.239043549,
0.001544484,
0.853670597,
0.246850431,
0.527780950,
0.020816142,
0.797418416,
0.753366709,
0.106466800,
0.225864708,
0.805030227,
0.235073775,
0.043963548,
0.069501027,
0.722854197,
0.869420886,
0.927283585,
0.836935520,
0.796610713,
0.334906787,
0.739473283,
0.020933392,
0.504705489,
0.597511232,
0.677287519,
0.166971073,
0.963594615,
0.240004450,
0.889586985,
0.444462419,
0.999681830,
0.560610235,
0.251840562,
0.906244338,
0.187320277,
0.453884274,
0.715112388,
0.379810095,
0.314390868,
0.443949223,
0.677804470,
0.788457096,
0.952884972,
0.400627881,
0.703352094,
0.417111605,
0.962074637,
0.350210071,
0.574912488,
0.300816745,
0.737608552,
0.492212892,
0.434944481,
0.580953717,
0.311202079,
0.535683811,
0.325206041,
0.926367939,
0.617666304,
0.999864578,
0.692352474,
0.392127216,
0.959229767,
0.956929207,
0.230237767,
0.740716875,
0.734258354,
0.630393922,
0.689417183,
0.323739439,
0.389455855,
0.218649551,
0.061385803,
0.914033890,
0.856031239,
0.814160347,
0.598558426,
0.274025530,
0.121409990,
0.852816880,
0.695601821,
0.746896207,
0.907523572,
0.147738874,
0.824690402,
0.184726268,
0.522254050,
0.826914966,
0.449618667,
0.696330547,
0.654091597,
0.375775516,
0.855876148,
0.787711620,
0.083439693,
0.167618528,
0.486596406,
0.356777966,
0.401172072,
0.614692509,
0.999564290,
0.151414976,
0.319083482,
0.180693030,
0.329621524,
0.417873174,
0.745197713,
0.695674300,
0.554943800,
0.112113297,
0.723841965,
0.981310368,
0.647746205,
0.406598419,
0.577816069,
0.172837749,
0.189193293,
0.825160682,
0.401491225,
0.584194541,
0.593537986,
0.721907437,
0.896765113,
0.921831012,
0.919713795,
0.855950594,
0.048864938,
0.371604979,
0.315758824,
0.149510264,
0.747486591,
0.766395330,
0.785971105,
0.333810151,
0.971610248,
0.151609227,
0.593916595,
0.261462659,
0.681609631,
0.883090377,
0.289459050,
0.005422372,
0.956657588,
0.262553275,
0.207006052,
0.854259133,
0.031376254,
0.818084359,
0.952257276,
0.185906917,
0.060436111,
0.474322706,
0.457532585,
0.674696922,
0.587713361,
0.327503562,
0.649569809,
0.041951831,
0.864866376,
0.219252646,
0.662051857,
0.162808016,
0.736893356,
0.862754703,
0.254455745,
0.420792758,
0.009003742,
0.269316345,
0.246907517,
0.965899229,
0.994537830,
0.143815517,
0.542099059,
0.663281679,
0.468511671,
0.849594057,
0.804556906,
0.394768506,
0.650497437,
0.649914980,
0.898426950,
0.923411846,
0.660732210,
0.240996420,
0.205257863,
0.165698409,
0.550928593,
0.594239414,
0.878181815,
0.998455942,
0.003748408,
0.877731264,
0.594956517,
0.660214245,
0.993289411,
0.258770019,
0.847067952,
0.673016429,
0.704546452,
0.388915420,
0.513663411,
0.076308437,
0.756636560,
0.504546702,
0.329728901,
0.829596877,
0.208391175,
0.376521915,
0.473407000,
0.191215739,
0.319344670,
0.651102722,
0.708401501,
0.556561887,
0.387615353,
0.375066310,
0.067115277,
0.818272352,
0.854398787,
0.554348409,
0.470204175,
0.012373097,
0.200740576,
0.716719508,
0.836796463,
0.724161625,
0.681583643,
0.158445165,
0.671672046,
0.327162951,
0.128949851,
0.912765920,
0.487639874,
0.837468266,
0.273196965,
0.641424477,
0.088994712,
0.951544821,
0.878668308,
0.200416476,
0.027651483,
0.436483741,
0.014842074,
0.962314248,
0.757974803,
0.642202318,
0.212118506,
0.605039597,
0.047086678,
0.582373917,
0.632005394,
0.593810976,
0.704867780,
0.780967116,
0.400673181,
0.377556801,
0.075332895,
0.612657845,
0.300114155,
0.265019029,
0.129505381,
0.044260830,
0.400482059,
0.481475949,
0.927546144,
0.086985998,
0.626007855,
0.011245870,
0.938411236,
0.329218477,
0.886268377,
0.783994079,
0.251317739,
0.640579104,
0.271095395,
0.926966131,
0.650484562,
0.541649401,
0.391998559,
0.748086154,
0.554537237,
0.654683948,
0.817295849,
0.313734949,
0.726779580,
0.321550250,
0.670730948,
0.890557885,
0.072975561,
0.884608090,
0.744765222,
0.282673001,
0.840836883,
0.271324247,
0.188060537,
0.918753982,
0.115425900,
0.911923409,
0.884909868,
0.833774030,
0.251435399,
0.370021105,
0.458933532,
0.471593887,
0.905419290,
0.650278747,
0.838350773,
0.192004308,
0.008165026,
0.778663397,
0.937098324,
0.558629632,
0.603223741,
0.829322636,
0.423732936,
0.372011960,
0.798308671,
0.222350374,
0.824240029,
0.608770669,
0.492888033,
0.278238803,
0.610511780,
0.591024280,
0.854561985,
0.057967491,
0.174764559,
0.441364050,
0.189667761,
0.402195543,
0.262475014,
0.749770641,
0.015552337,
0.637866616,
0.251505136,
0.437511563,
0.600782037,
0.466414273,
0.095733672,
0.796263933,
0.728902400,
0.023421805,
0.770507693,
0.259050816,
0.644296288,
0.237082556,
0.305985719,
0.621232927,
0.637935758,
0.895985186,
0.076788418,
0.638727129,
0.390290469,
0.306981683,
0.827638209,
0.104805171,
0.249889150,
0.605097830,
0.149693698,
0.698571146,
0.466181427,
0.170343131,
0.454346448,
0.659427881,
0.436703622,
0.226227596,
0.430112094,
0.984745145,
0.105989374,
0.681352854,
0.416810036,
0.621622980,
0.450483739,
0.725668907,
0.477140963,
0.657331049,
0.477308750,
0.548652589,
0.471445948,
0.288083494,
0.877826452,
0.420890123,
0.235012859,
0.890401721,
0.243434951,
0.215619624,
0.052311290,
0.987474144,
0.798705280,
0.413130850,
0.414866656,
0.577961743,
0.077861637,
0.145749301,
0.983251274,
0.983369172,
0.873265743,
0.052486591,
0.415398508,
0.184279189,
0.766192853,
0.040821701,
0.470490128,
0.426482141,
0.334336638,
0.560628057,
0.935377717,
0.741153061,
0.242439374,
0.692545176,
0.661621392,
0.488165230,
0.919766843,
0.421512008,
0.453987896,
0.093249731,
0.607300937,
0.636791706,
0.152736485,
0.597328663,
0.478640556,
0.643541157,
0.198697224,
0.690750778,
0.003517068,
0.310043097,
0.478259474,
0.568945885,
0.260435343,
0.488695711,
0.555875540,
0.012550575,
0.613925695,
0.795746326,
0.418209195,
0.035864156,
0.542717040,
0.695621371,
0.966234028,
0.873039305,
0.484612972,
0.640831411,
0.588862360,
0.852057636,
0.104931489,
0.220780537,
0.444702387,
0.410448700,
0.425728112,
0.531558871,
0.649708331,
0.766143560,
0.202423126,
0.033216961,
0.596693695,
0.032467905,
0.974244177,
0.899797440,
0.055467725,
0.286858320,
0.210772127,
0.215499282,
0.252252042,
0.216107130,
0.864033401,
0.491145104,
0.226288527,
0.920812547,
0.316003770,
0.807629287,
0.145997748,
0.193005487,
0.448870450,
0.191272795,
0.477888763,
0.712369680,
0.625227273,
0.678196728,
0.631134450,
0.481943548,
0.304894686,
0.257995605,
0.079658039,
0.499410182,
0.495648533,
0.646020472,
0.580201924,
0.852750003,
0.449302107,
0.327889025,
0.653709531,
0.577310264,
0.232769787,
0.835340023,
0.985791922,
0.898405433,
0.078163750,
0.794077635,
0.224833861,
0.618200243,
0.946751833,
0.539775908,
0.017125528,
0.800325155,
0.796791732,
0.732551813,
0.233211115,
0.988696754,
0.712191343,
0.086135432,
0.788953066,
0.110144980,
0.349397779,
0.401233226,
0.839390457,
0.316302568,
0.572924852,
0.624326169,
0.378726780,
0.222020686,
0.243055880,
0.387830585,
0.197255403,
0.541336596,
0.485111505,
0.205348715,
0.536200702,
0.329991490,
0.425105512,
0.094122134,
0.178012326,
0.363051176,
0.431944460,
0.135520816,
0.842443407,
0.290353268,
0.904752672,
0.304621190,
0.714287937,
0.801084459,
0.131569490,
0.766599894,
0.525362968,
0.875925422,
0.953242481,
0.427561045,
0.153660506,
0.573388219,
0.169128090,
0.684690297,
0.569682419,
0.487026304,
0.990907550,
0.194692641,
0.381841630,
0.044188496,
0.813247621,
0.831355274,
0.446171075,
0.875041306,
0.418064862,
0.247359097,
0.544914067,
0.007971833,
